,PNR_Number,Train_Number,Date_of_Journey,Class_of_Travel,Quota,Source_Station,Destination_Station,Booking_Date,Current_Status,Number_of_Passengers,Age_of_Passengers,Booking_Channel,Travel_Distance,Number_of_Stations,Travel_Time,Train_Type,Seat_Availability,Special_Considerations,Holiday_or_Peak_Season,Waitlist_Position,Booking_Status,Waiting_Num,Distance,Final_Status
20543,PNR0000020543,81457,11/29/2080,2AC,Ladies,KOAA,JHS,3/30/2080,Waitlisted,2,Adult,Counter,1160,17,7,Shatabdi,1552,Senior Citizen,Yes,WL032,Not Confirmed,32,1.737722922,CNF
20544,PNR0000020544,81623,11/30/2080,Sleeper,Tatkal,LTT,LTT,3/31/2080,Waitlisted,3,Senior Citizen,IRCTC Website,104,19,47,Rajdhani,2144,Senior Citizen,No,WL145,Not Confirmed,145,2.528432872,CAN
20545,PNR0000020545,38286,12/1/2080,2AC,Ladies,GKP,BCT,4/1/2080,Waitlisted,3,Child,Mobile App,420,7,3,Rajdhani,2264,,No,WL140,Not Confirmed,140,2.505341357,CAN
20546,PNR0000020546,85424,12/2/2080,1AC,Premium Tatkal,JU,SBC,4/2/2080,Confirmed,2,Senior Citizen,Mobile App,1587,19,5,Express,40,Senior Citizen,No,,Confirmed,0,0.538174043,CNF
20547,PNR0000020547,62413,12/3/2080,3AC,General,BCT,ADI,4/3/2080,Confirmed,5,Adult,IRCTC Website,636,6,13,Express,2608,,No,,Confirmed,0,0.529278841,CNF
20548,PNR0000020548,20985,12/4/2080,Sleeper,Ladies,ADI,UMB,4/4/2080,Confirmed,1,Adult,Counter,375,6,36,Superfast,3864,Defense Quota,No,,Confirmed,0,0.458539546,CNF
20549,PNR0000020549,96041,12/5/2080,2AC,Ladies,BSB,MAS,4/5/2080,RAC,5,Child,Counter,1883,5,39,Shatabdi,2272,Defense Quota,No,,Confirmed,0,0.238109345,CNF
20550,PNR0000020550,23813,12/6/2080,3AC,General,BBS,BCT,4/6/2080,Confirmed,2,Adult,Counter,90,17,13,Superfast,1408,Defense Quota,Yes,,Confirmed,0,0.510612216,CNF
20551,PNR0000020551,80119,12/7/2080,3AC,Premium Tatkal,NDLS,GKP,4/7/2080,Confirmed,3,Child,Mobile App,1365,16,31,Superfast,2920,Senior Citizen,Yes,,Confirmed,0,0.359508085,CNF
20552,PNR0000020552,45976,12/8/2080,2AC,General,BSB,LKO,4/8/2080,Confirmed,3,Child,Counter,215,3,38,Shatabdi,1728,Defense Quota,No,,Confirmed,0,0.233307934,CNF
20553,PNR0000020553,28549,12/9/2080,Sleeper,Premium Tatkal,GKP,UMB,4/9/2080,Waitlisted,4,Child,Mobile App,1274,18,23,Shatabdi,3592,Senior Citizen,No,WL011,Not Confirmed,11,1.202974525,CNF
20554,PNR0000020554,28530,12/10/2080,3AC,Ladies,BSB,SBC,4/10/2080,Confirmed,4,Child,IRCTC Website,265,6,32,Rajdhani,2120,,No,,Confirmed,0,0.106389811,CNF
20555,PNR0000020555,37926,12/11/2080,2AC,General,BCT,JP,4/11/2080,RAC,5,Adult,Mobile App,1408,19,16,Express,3000,Senior Citizen,Yes,,Confirmed,0,0.290182015,CNF
20556,PNR0000020556,20779,12/12/2080,3AC,Premium Tatkal,KOAA,JHS,4/12/2080,Confirmed,5,Child,IRCTC Website,743,12,8,Superfast,944,,No,,Confirmed,0,0.245210552,CNF
20557,PNR0000020557,99961,12/13/2080,2AC,Ladies,LTT,SC,4/13/2080,Waitlisted,2,Child,Counter,821,4,22,Express,2576,Senior Citizen,No,WL055,Not Confirmed,55,2.016038398,CNF
20558,PNR0000020558,87096,12/14/2080,3AC,Ladies,BSB,NDLS,4/14/2080,Waitlisted,2,Adult,IRCTC Website,313,6,30,Express,1992,Senior Citizen,No,WL131,Not Confirmed,131,2.469364029,CAN
20559,PNR0000020559,54427,12/15/2080,1AC,Tatkal,ADI,MAS,4/15/2080,RAC,3,Senior Citizen,IRCTC Website,1747,2,18,Shatabdi,3432,,Yes,,Confirmed,0,0.084178766,CNF
20560,PNR0000020560,13132,12/16/2080,Sleeper,Ladies,MMCT,MAS,4/16/2080,Waitlisted,4,Adult,Counter,969,9,42,Superfast,1384,,No,WL056,Not Confirmed,56,2.070741538,CNF
20561,PNR0000020561,28599,12/17/2080,3AC,General,ADI,CNB,4/17/2080,Waitlisted,3,Senior Citizen,Mobile App,485,9,24,Rajdhani,416,Senior Citizen,No,WL156,Not Confirmed,156,3.370447534,CAN
20562,PNR0000020562,68007,12/18/2080,Sleeper,Ladies,LKO,NDLS,4/18/2080,Waitlisted,5,Child,Counter,541,14,9,Superfast,928,Defense Quota,Yes,WL011,Not Confirmed,11,1.215221635,CNF
20563,PNR0000020563,34035,12/19/2080,Sleeper,General,PNBE,SC,4/19/2080,Waitlisted,4,Child,Counter,1864,9,15,Superfast,2392,Senior Citizen,Yes,WL162,Not Confirmed,162,2.606475089,CAN
20564,PNR0000020564,66451,12/20/2080,2AC,General,LKO,HWH,4/20/2080,Confirmed,4,Senior Citizen,Mobile App,1457,12,3,Rajdhani,2536,Senior Citizen,No,,Confirmed,0,0.466885377,CNF
20565,PNR0000020565,50553,12/21/2080,3AC,Premium Tatkal,JHS,BSB,4/21/2080,RAC,5,Adult,Mobile App,1639,4,28,Rajdhani,200,Defense Quota,No,,Confirmed,0,0.399521903,CNF
20566,PNR0000020566,20103,12/22/2080,1AC,General,JP,UMB,4/22/2080,Confirmed,1,Child,Mobile App,155,13,40,Shatabdi,448,,No,,Confirmed,0,0.184611084,CNF
20567,PNR0000020567,82698,12/23/2080,Sleeper,Tatkal,SBC,PNBE,4/23/2080,RAC,1,Senior Citizen,IRCTC Website,1886,16,43,Rajdhani,1120,,No,,Confirmed,0,0.397727907,CNF
20568,PNR0000020568,13896,12/24/2080,3AC,General,MAS,PNBE,4/24/2080,Waitlisted,3,Senior Citizen,IRCTC Website,148,14,24,Express,3496,,No,WL155,Not Confirmed,155,2.505865858,CAN
20569,PNR0000020569,17167,12/25/2080,3AC,Ladies,ADI,HWH,4/25/2080,RAC,5,Senior Citizen,IRCTC Website,1884,14,43,Superfast,960,Defense Quota,No,,Confirmed,0,0.259075766,CNF
20570,PNR0000020570,98567,12/26/2080,Sleeper,General,LKO,JP,4/26/2080,Waitlisted,4,Child,Counter,486,19,7,Superfast,1536,,No,WL186,Not Confirmed,186,2.822038392,CAN
20571,PNR0000020571,80724,12/27/2080,1AC,Tatkal,SBC,BCT,4/27/2080,Waitlisted,3,Child,Mobile App,482,18,7,Superfast,2624,,No,WL077,Not Confirmed,77,2.199272298,CNF
20572,PNR0000020572,52278,12/28/2080,1AC,Tatkal,LTT,MAS,4/28/2080,Confirmed,4,Senior Citizen,IRCTC Website,597,10,37,Express,2904,Defense Quota,No,,Confirmed,0,0.373373299,CNF
20573,PNR0000020573,65485,12/29/2080,Sleeper,Tatkal,MMCT,LTT,4/29/2080,Confirmed,2,Child,IRCTC Website,540,3,5,Shatabdi,304,Senior Citizen,No,,Confirmed,0,0.309398011,CNF
20574,PNR0000020574,21672,12/30/2080,Sleeper,General,ADI,NDLS,4/30/2080,RAC,1,Child,Counter,1310,13,14,Express,1816,,Yes,,Confirmed,0,0.157049257,CNF
20575,PNR0000020575,84658,12/31/2080,1AC,Ladies,KOAA,JP,5/1/2080,RAC,1,Adult,IRCTC Website,1555,3,34,Shatabdi,872,Defense Quota,No,,Confirmed,0,0.182817089,CNF
20576,PNR0000020576,48633,1/1/2081,3AC,Premium Tatkal,SC,ASR,5/2/2080,Waitlisted,2,Adult,Mobile App,1967,11,29,Rajdhani,520,,No,WL138,Not Confirmed,138,2.993874132,CAN
20577,PNR0000020577,96086,1/2/2081,Sleeper,General,CNB,CSMT,5/3/2080,RAC,4,Adult,Mobile App,1155,3,37,Express,3832,Defense Quota,Yes,,Confirmed,0,0.430809118,CNF
20578,PNR0000020578,12827,1/3/2081,3AC,General,MAS,MAS,5/4/2080,Confirmed,2,Adult,Mobile App,901,10,13,Superfast,2632,,No,,Confirmed,0,0.550076662,CNF
20579,PNR0000020579,56932,1/4/2081,2AC,Ladies,JU,BSB,5/5/2080,RAC,5,Adult,Counter,74,4,13,Shatabdi,3896,Senior Citizen,Yes,,Confirmed,0,0.486269974,CNF
20580,PNR0000020580,56756,1/5/2081,2AC,Tatkal,ADI,MMCT,5/6/2080,RAC,3,Adult,Mobile App,1223,14,18,Shatabdi,3352,,No,,Confirmed,0,0.014852695,CNF
20581,PNR0000020581,22203,1/6/2081,Sleeper,Premium Tatkal,NDLS,MMCT,5/7/2080,RAC,3,Adult,IRCTC Website,995,15,41,Express,3256,Senior Citizen,Yes,,Confirmed,0,0.068338589,CNF
20582,PNR0000020582,86116,1/7/2081,3AC,Ladies,NDLS,SBC,5/8/2080,Waitlisted,5,Child,Mobile App,1348,6,41,Express,664,Defense Quota,Yes,WL122,Not Confirmed,122,2.714613071,CAN
20583,PNR0000020583,75429,1/8/2081,3AC,Tatkal,SBC,CSMT,5/9/2080,Waitlisted,1,Adult,IRCTC Website,1408,3,6,Shatabdi,3976,,Yes,WL028,Not Confirmed,28,1.70268871,CNF
20584,PNR0000020584,64454,1/9/2081,3AC,Ladies,MAS,KOAA,5/10/2080,RAC,2,Adult,Counter,794,7,21,Rajdhani,3384,,Yes,,Confirmed,0,0.042583123,CNF
20585,PNR0000020585,20509,1/10/2081,3AC,Premium Tatkal,UMB,KOAA,5/11/2080,RAC,1,Adult,Mobile App,840,12,46,Rajdhani,3128,,No,,Confirmed,0,0.179260302,CNF
20586,PNR0000020586,51635,1/11/2081,Sleeper,General,BBS,NJP,5/12/2080,Waitlisted,5,Adult,Counter,1124,5,14,Shatabdi,456,Defense Quota,Yes,WL060,Not Confirmed,60,2.222475474,CNF
20587,PNR0000020587,82599,1/12/2081,3AC,Premium Tatkal,ASR,MAS,5/13/2080,Waitlisted,2,Senior Citizen,Mobile App,1627,5,28,Shatabdi,112,Senior Citizen,No,WL115,Not Confirmed,115,5.295588796,CAN
20588,PNR0000020588,97545,1/13/2081,Sleeper,General,PNBE,JP,5/14/2080,Confirmed,4,Adult,IRCTC Website,581,4,46,Express,1848,,Yes,,Confirmed,0,0.129318828,CNF
20589,PNR0000020589,18687,1/14/2081,3AC,Premium Tatkal,JHS,MMCT,5/15/2080,RAC,5,Child,Mobile App,1129,8,22,Shatabdi,2576,,No,,Confirmed,0,0.501548412,CNF
20590,PNR0000020590,68897,1/15/2081,1AC,Ladies,BBS,BCT,5/16/2080,Confirmed,5,Child,Mobile App,620,11,14,Shatabdi,2648,Senior Citizen,No,,Confirmed,0,0.563941876,CNF
20591,PNR0000020591,89552,1/16/2081,1AC,General,PNBE,CNB,5/17/2080,RAC,4,Child,Mobile App,797,15,36,Superfast,1856,Defense Quota,No,,Confirmed,0,0.122386221,CNF
20592,PNR0000020592,95009,1/17/2081,3AC,Tatkal,NJP,JU,5/18/2080,RAC,5,Adult,IRCTC Website,425,2,2,Shatabdi,1232,Defense Quota,Yes,,Confirmed,0,0.494784406,CNF
20593,PNR0000020593,79719,1/18/2081,3AC,Tatkal,UMB,GKP,5/19/2080,Confirmed,2,Adult,Counter,634,9,14,Express,144,Defense Quota,Yes,,Confirmed,0,0.448050152,CNF
20594,PNR0000020594,45659,1/19/2081,1AC,Ladies,NJP,CSMT,5/20/2080,Waitlisted,1,Child,IRCTC Website,843,2,28,Express,1880,,No,WL085,Not Confirmed,85,2.211194532,CNF
20595,PNR0000020595,82664,1/20/2081,1AC,Ladies,PNBE,KOAA,5/21/2080,Waitlisted,3,Adult,Mobile App,581,3,24,Shatabdi,3296,,No,WL005,Not Confirmed,5,0.851662297,CNF
20596,PNR0000020596,81021,1/21/2081,3AC,Premium Tatkal,ASR,BBS,5/22/2080,Waitlisted,3,Child,Mobile App,1866,14,39,Express,992,,No,WL034,Not Confirmed,34,1.769392596,CNF
20597,PNR0000020597,15185,1/22/2081,3AC,General,GKP,CSMT,5/23/2080,RAC,2,Senior Citizen,Counter,63,12,29,Superfast,952,,Yes,,Confirmed,0,0.252143159,CNF
20598,PNR0000020598,74198,1/23/2081,1AC,Premium Tatkal,BBS,MMCT,5/24/2080,Confirmed,5,Senior Citizen,Counter,391,12,19,Express,3488,Senior Citizen,No,,Confirmed,0,0.132707015,CNF
20599,PNR0000020599,38868,1/24/2081,Sleeper,Ladies,LKO,SC,5/25/2080,Confirmed,2,Senior Citizen,Counter,1496,6,41,Rajdhani,1088,Senior Citizen,Yes,,Confirmed,0,0.369997479,CNF
20600,PNR0000020600,28016,1/25/2081,2AC,Tatkal,LTT,JU,5/26/2080,RAC,3,Senior Citizen,Mobile App,71,11,37,Superfast,1976,Defense Quota,No,,Confirmed,0,0.018397116,CNF
20601,PNR0000020601,85897,1/26/2081,2AC,General,UMB,MMCT,5/27/2080,Confirmed,4,Child,Mobile App,788,11,42,Rajdhani,3224,Senior Citizen,Yes,,Confirmed,0,0.096069018,CNF
20602,PNR0000020602,43464,1/27/2081,2AC,Ladies,MAS,BBS,5/28/2080,RAC,1,Senior Citizen,IRCTC Website,769,9,30,Rajdhani,2584,Defense Quota,No,,Confirmed,0,0.508481019,CNF
20603,PNR0000020603,59063,1/28/2081,1AC,Tatkal,NDLS,MMCT,5/29/2080,RAC,1,Senior Citizen,Mobile App,1377,4,26,Rajdhani,1440,Defense Quota,No,,Confirmed,0,0.482881787,CNF
20604,PNR0000020604,70701,1/29/2081,Sleeper,Premium Tatkal,BSB,KOAA,5/30/2080,RAC,2,Child,Counter,351,7,13,Express,2312,Defense Quota,No,,Confirmed,0,0.27277238,CNF
20605,PNR0000020605,32397,1/30/2081,Sleeper,Premium Tatkal,ASR,CNB,5/31/2080,Confirmed,1,Child,Mobile App,1972,4,15,Express,2472,Defense Quota,No,,Confirmed,0,0.411424521,CNF
20606,PNR0000020606,65954,1/31/2081,3AC,Ladies,BSB,LKO,6/1/2080,Waitlisted,5,Adult,Mobile App,972,13,17,Express,2672,,Yes,WL131,Not Confirmed,131,2.503517121,CAN
20607,PNR0000020607,85584,2/1/2081,2AC,General,JP,CNB,6/2/2080,Confirmed,4,Child,Counter,118,16,32,Superfast,2712,Senior Citizen,Yes,,Confirmed,0,0.539755868,CNF
20608,PNR0000020608,68929,2/2/2081,3AC,Ladies,BBS,BBS,6/3/2080,Confirmed,4,Adult,IRCTC Website,1976,4,17,Superfast,2008,Senior Citizen,Yes,,Confirmed,0,0.009333312,CNF
20609,PNR0000020609,97059,2/3/2081,2AC,Ladies,BCT,NJP,6/4/2080,Confirmed,5,Senior Citizen,Counter,730,15,35,Shatabdi,1640,Defense Quota,No,,Confirmed,0,0.309566611,CNF
20610,PNR0000020610,74134,2/4/2081,3AC,Tatkal,BSB,UMB,6/5/2080,Confirmed,4,Adult,IRCTC Website,791,12,40,Superfast,3584,Senior Citizen,No,,Confirmed,0,0.215898299,CNF
20611,PNR0000020611,12066,2/5/2081,3AC,General,JP,JP,6/6/2080,Waitlisted,3,Adult,Counter,742,8,9,Express,984,,Yes,WL072,Not Confirmed,72,2.206173003,CNF
20612,PNR0000020612,65987,2/6/2081,2AC,Ladies,SC,CSMT,6/7/2080,Waitlisted,5,Adult,IRCTC Website,1547,13,39,Express,1168,Senior Citizen,No,WL142,Not Confirmed,142,2.690520605,CAN
20613,PNR0000020613,97980,2/7/2081,1AC,General,SC,PNBE,6/8/2080,RAC,3,Child,Counter,734,3,18,Superfast,600,,Yes,,Confirmed,0,0.052891551,CNF
20614,PNR0000020614,15280,2/8/2081,Sleeper,Premium Tatkal,KOAA,MAS,6/9/2080,Waitlisted,1,Child,Counter,609,12,36,Express,832,Senior Citizen,Yes,WL143,Not Confirmed,143,2.778516886,CAN
20615,PNR0000020615,11936,2/9/2081,2AC,Ladies,ASR,ASR,6/10/2080,Confirmed,1,Child,Mobile App,1006,18,47,Express,1384,Senior Citizen,No,,Confirmed,0,0.531410037,CNF
20616,PNR0000020616,85464,2/10/2081,3AC,Tatkal,CSMT,CNB,6/11/2080,Confirmed,4,Senior Citizen,IRCTC Website,1352,18,27,Express,2832,,Yes,,Confirmed,0,0.435766762,CNF
20617,PNR0000020617,80436,2/11/2081,2AC,Premium Tatkal,HWH,JHS,6/12/2080,Confirmed,5,Senior Citizen,Counter,1860,4,45,Rajdhani,3248,Defense Quota,No,,Confirmed,0,0.075271196,CNF
20618,PNR0000020618,38240,2/12/2081,1AC,Ladies,UMB,BCT,6/13/2080,Confirmed,3,Adult,Mobile App,1718,2,18,Rajdhani,1160,Senior Citizen,No,,Confirmed,0,0.432390942,CNF
20619,PNR0000020619,17580,2/13/2081,3AC,Ladies,BBS,ADI,6/14/2080,RAC,2,Adult,Mobile App,292,5,18,Superfast,3560,Senior Citizen,Yes,,Confirmed,0,0.195100478,CNF
20620,PNR0000020620,33953,2/14/2081,3AC,Premium Tatkal,BBS,JU,6/15/2080,Waitlisted,3,Child,IRCTC Website,819,6,37,Rajdhani,3560,Defense Quota,Yes,WL101,Not Confirmed,101,2.264709479,CNF
20621,PNR0000020621,20512,2/15/2081,2AC,Ladies,ASR,CSMT,6/16/2080,Confirmed,3,Adult,IRCTC Website,1021,9,37,Express,1400,Senior Citizen,No,,Confirmed,0,0.517544823,CNF
20622,PNR0000020622,22198,2/16/2081,Sleeper,General,CNB,BCT,6/17/2080,Confirmed,2,Adult,Mobile App,593,2,5,Superfast,3440,Defense Quota,Yes,,Confirmed,0,0.091111373,CNF
20623,PNR0000020623,90496,2/17/2081,1AC,Ladies,SBC,GKP,6/18/2080,RAC,2,Child,Counter,947,9,46,Shatabdi,384,Senior Citizen,Yes,,Confirmed,0,0.240071941,CNF
20624,PNR0000020624,64416,2/18/2081,3AC,General,CSMT,JP,6/19/2080,Waitlisted,3,Senior Citizen,Counter,1653,12,14,Rajdhani,112,Defense Quota,No,WL002,Not Confirmed,2,0.718382483,CNF
20625,PNR0000020625,88224,2/19/2081,Sleeper,General,UMB,BCT,6/20/2080,RAC,4,Adult,Counter,113,4,33,Express,896,Defense Quota,Yes,,Confirmed,0,0.20361491,CNF
20626,PNR0000020626,31268,2/20/2081,3AC,Tatkal,JP,SC,6/21/2080,RAC,1,Adult,Counter,657,4,19,Rajdhani,2408,,No,,Confirmed,0,0.355963664,CNF
20627,PNR0000020627,67244,2/21/2081,1AC,Ladies,SC,JU,6/22/2080,RAC,3,Senior Citizen,Counter,796,4,30,Shatabdi,1800,,No,,Confirmed,0,0.170914471,CNF
20628,PNR0000020628,33259,2/22/2081,3AC,Ladies,CSMT,MAS,6/23/2080,Waitlisted,4,Child,Counter,1729,14,20,Shatabdi,0,,Yes,WL024,Not Confirmed,24,194.5158345,CAN
20629,PNR0000020629,82905,2/23/2081,Sleeper,General,BBS,MMCT,6/24/2080,Waitlisted,2,Child,Mobile App,62,2,33,Shatabdi,3112,Defense Quota,No,WL007,Not Confirmed,7,1.007127206,CNF
20630,PNR0000020630,38075,2/24/2081,Sleeper,Tatkal,CSMT,UMB,6/25/2080,RAC,3,Adult,IRCTC Website,1541,4,13,Rajdhani,480,Defense Quota,No,,Confirmed,0,0.156880656,CNF
20631,PNR0000020631,18865,2/25/2081,2AC,General,PNBE,NJP,6/26/2080,Waitlisted,3,Senior Citizen,Counter,132,9,4,Express,2568,Defense Quota,No,WL015,Not Confirmed,15,1.413017601,CNF
20632,PNR0000020632,62632,2/26/2081,Sleeper,General,SC,JU,6/27/2080,Confirmed,3,Child,Counter,1873,18,3,Rajdhani,3216,,Yes,,Confirmed,0,0.103001625,CNF
20633,PNR0000020633,83913,2/27/2081,3AC,Ladies,BBS,NDLS,6/28/2080,Waitlisted,3,Adult,Counter,187,15,3,Express,1784,Senior Citizen,No,WL113,Not Confirmed,113,2.397809557,CAN
20634,PNR0000020634,93678,2/28/2081,3AC,General,UMB,SBC,6/29/2080,Waitlisted,1,Senior Citizen,IRCTC Website,1590,14,19,Shatabdi,2232,Senior Citizen,No,WL138,Not Confirmed,138,2.495441666,CAN
20635,PNR0000020635,59918,3/1/2081,2AC,Ladies,ADI,BSB,6/30/2080,RAC,4,Adult,IRCTC Website,960,9,13,Express,2488,Senior Citizen,No,,Confirmed,0,0.425289735,CNF
20636,PNR0000020636,49894,3/2/2081,2AC,Tatkal,NDLS,CSMT,7/1/2080,Waitlisted,5,Adult,Counter,1387,3,15,Superfast,2888,Defense Quota,No,WL108,Not Confirmed,108,2.343154881,CAN
20637,PNR0000020637,86960,3/3/2081,Sleeper,Tatkal,NDLS,JU,7/2/2080,Waitlisted,3,Child,Counter,59,5,46,Shatabdi,448,,No,WL198,Not Confirmed,198,3.714231406,CAN
20638,PNR0000020638,81059,3/4/2081,2AC,General,JP,CNB,7/3/2080,Confirmed,3,Child,Counter,362,10,46,Shatabdi,176,,Yes,,Confirmed,0,0.420319724,CNF
20639,PNR0000020639,13733,3/5/2081,2AC,Tatkal,LTT,SBC,7/4/2080,RAC,5,Child,Mobile App,1734,14,46,Superfast,1528,Senior Citizen,No,,Confirmed,0,0.40662311,CNF
20640,PNR0000020640,89397,3/6/2081,3AC,Tatkal,MMCT,JHS,7/5/2080,RAC,2,Senior Citizen,Counter,594,12,39,Express,1368,Senior Citizen,Yes,,Confirmed,0,0.545275251,CNF
20641,PNR0000020641,96479,3/7/2081,2AC,Premium Tatkal,ASR,JU,7/6/2080,RAC,3,Senior Citizen,IRCTC Website,1014,2,18,Rajdhani,1880,Senior Citizen,Yes,,Confirmed,0,0.1015884,CNF
20642,PNR0000020642,39075,3/8/2081,1AC,Premium Tatkal,KOAA,SBC,7/7/2080,Confirmed,5,Child,IRCTC Website,1836,13,30,Shatabdi,1448,,No,,Confirmed,0,0.47594918,CNF
20643,PNR0000020643,73226,3/9/2081,1AC,Ladies,MMCT,JHS,7/8/2080,Waitlisted,5,Adult,IRCTC Website,797,19,9,Superfast,520,Defense Quota,No,WL044,Not Confirmed,44,1.965560569,CNF
20644,PNR0000020644,76785,3/10/2081,2AC,Premium Tatkal,MAS,KOAA,7/9/2080,Confirmed,1,Adult,IRCTC Website,1395,15,10,Express,768,Senior Citizen,Yes,,Confirmed,0,0.092693197,CNF
20645,PNR0000020645,81653,3/11/2081,1AC,Ladies,BSB,ASR,7/10/2080,Confirmed,5,Child,Mobile App,591,11,39,Shatabdi,3040,Senior Citizen,No,,Confirmed,0,0.255518979,CNF
20646,PNR0000020646,52269,3/12/2081,1AC,General,LKO,JHS,7/11/2080,Waitlisted,4,Adult,Counter,1199,2,37,Shatabdi,2200,Defense Quota,No,WL005,Not Confirmed,5,0.869657876,CNF
20647,PNR0000020647,89380,3/13/2081,3AC,Premium Tatkal,HWH,SC,7/12/2080,Confirmed,5,Child,IRCTC Website,966,4,39,Rajdhani,2200,Defense Quota,Yes,,Confirmed,0,0.175715881,CNF
20648,PNR0000020648,70612,3/14/2081,1AC,Ladies,PNBE,PNBE,7/13/2080,RAC,2,Adult,Mobile App,342,14,18,Shatabdi,176,,No,,Confirmed,0,0.420319724,CNF
20649,PNR0000020649,92796,3/15/2081,1AC,Tatkal,JHS,CSMT,7/14/2080,RAC,5,Child,IRCTC Website,1412,5,2,Express,2592,Defense Quota,Yes,,Confirmed,0,0.515413626,CNF
20650,PNR0000020650,71678,3/16/2081,Sleeper,General,BSB,BSB,7/15/2080,Confirmed,1,Senior Citizen,Mobile App,1907,4,3,Rajdhani,3472,,Yes,,Confirmed,0,0.118841801,CNF
20651,PNR0000020651,69433,3/17/2081,1AC,Tatkal,UMB,CSMT,7/16/2080,Waitlisted,1,Child,Mobile App,1557,3,40,Express,2696,,No,WL049,Not Confirmed,49,1.971350221,CNF
20652,PNR0000020652,40613,3/18/2081,1AC,Premium Tatkal,LTT,HWH,7/17/2080,Confirmed,3,Adult,Counter,516,3,31,Superfast,1488,,Yes,,Confirmed,0,0.441286145,CNF
20653,PNR0000020653,26804,3/19/2081,Sleeper,General,JP,ASR,7/18/2080,RAC,3,Adult,Mobile App,1882,19,4,Express,1776,,Yes,,Confirmed,0,0.191712292,CNF
20654,PNR0000020654,55722,3/20/2081,3AC,Premium Tatkal,NDLS,BBS,7/19/2080,Confirmed,4,Senior Citizen,IRCTC Website,1189,13,20,Rajdhani,2800,Defense Quota,Yes,,Confirmed,0,0.463497191,CNF
20655,PNR0000020655,95419,3/21/2081,1AC,Tatkal,NDLS,NJP,7/20/2080,RAC,2,Adult,Mobile App,1778,15,46,Shatabdi,2600,,Yes,,Confirmed,0,0.522346233,CNF
20656,PNR0000020656,61338,3/22/2081,3AC,General,PNBE,MMCT,7/21/2080,RAC,5,Child,IRCTC Website,976,5,32,Superfast,1024,Senior Citizen,No,,Confirmed,0,0.314536623,CNF
20657,PNR0000020657,55298,3/23/2081,Sleeper,General,JU,JU,7/22/2080,Confirmed,1,Senior Citizen,Mobile App,101,12,23,Express,3416,Senior Citizen,No,,Confirmed,0,0.070313551,CNF
20658,PNR0000020658,97825,3/24/2081,1AC,Tatkal,JHS,UMB,7/23/2080,Waitlisted,3,Child,Mobile App,1681,19,21,Express,3136,Senior Citizen,Yes,WL172,Not Confirmed,172,2.585271574,CAN
20659,PNR0000020659,87283,3/25/2081,3AC,General,JHS,NDLS,7/24/2080,RAC,2,Adult,IRCTC Website,333,14,10,Rajdhani,1104,Senior Citizen,Yes,,Confirmed,0,0.383862693,CNF
20660,PNR0000020660,41230,3/26/2081,Sleeper,General,UMB,KOAA,7/25/2080,RAC,4,Senior Citizen,Counter,1914,16,38,Superfast,2944,,No,,Confirmed,0,0.338710264,CNF
20661,PNR0000020661,41018,3/27/2081,1AC,Ladies,JP,JHS,7/26/2080,Confirmed,2,Senior Citizen,IRCTC Website,1241,16,26,Shatabdi,1616,Senior Citizen,Yes,,Confirmed,0,0.330364433,CNF
20662,PNR0000020662,56539,3/28/2081,Sleeper,General,NJP,JHS,7/27/2080,Confirmed,5,Child,Mobile App,680,9,24,Superfast,1376,Senior Citizen,Yes,,Confirmed,0,0.538342644,CNF
20663,PNR0000020663,64117,3/29/2081,Sleeper,Premium Tatkal,ADI,HWH,7/28/2080,Waitlisted,3,Child,IRCTC Website,1428,5,39,Shatabdi,232,Defense Quota,No,WL163,Not Confirmed,163,4.41703677,CAN
20664,PNR0000020664,64298,3/30/2081,1AC,Tatkal,HWH,CNB,7/29/2080,RAC,1,Adult,Counter,864,16,11,Express,3336,,Yes,,Confirmed,0,0.000987481,CNF
20665,PNR0000020665,11081,3/31/2081,3AC,General,HWH,LTT,7/30/2080,RAC,2,Child,IRCTC Website,214,5,25,Superfast,2856,Defense Quota,Yes,,Confirmed,0,0.414968941,CNF
20666,PNR0000020666,41551,4/1/2081,Sleeper,Premium Tatkal,ASR,KOAA,7/31/2080,RAC,1,Child,IRCTC Website,1567,11,30,Rajdhani,3168,,Yes,,Confirmed,0,0.144597267,CNF
20667,PNR0000020667,61929,4/2/2081,3AC,General,BBS,JHS,8/1/2080,Confirmed,1,Adult,Counter,846,5,35,Rajdhani,3160,Senior Citizen,Yes,,Confirmed,0,0.151529874,CNF
20668,PNR0000020668,38713,4/3/2081,1AC,General,UMB,LKO,8/2/2080,Confirmed,3,Child,IRCTC Website,922,8,39,Rajdhani,1936,Defense Quota,Yes,,Confirmed,0,0.053060151,CNF
20669,PNR0000020669,99417,4/4/2081,1AC,Premium Tatkal,JHS,SC,8/3/2080,RAC,4,Adult,Mobile App,712,5,3,Superfast,1808,,Yes,,Confirmed,0,0.163981864,CNF
20670,PNR0000020670,94757,4/5/2081,2AC,Tatkal,SC,CNB,8/4/2080,Confirmed,2,Adult,Counter,1605,11,8,Express,3160,,Yes,,Confirmed,0,0.151529874,CNF
